CompoundName	PrecursorMz	ProductMz	LibraryIntensity	NormalizedRetentionTime	SumFormula	SMILES	InChI	TransitionGroupId
ACARBOSE	646.2553	146.08157	0.7708377	60.0	C25H43NO18	CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO	XUFXOAAUWZOOIT-JMPDRRIHSA-N	ACARBOSE_2165
ACARBOSE	646.2553	67.05462	0.022770002	60.0	C25H43NO18	CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO	XUFXOAAUWZOOIT-JMPDRRIHSA-N	ACARBOSE_2168
ACESULFAME K	164.0012	85.02941	1.0	60.0	C4H5NO4S	CC1=CC(=O)NS(=O)(=O)O1	YGCFIWIQZPHFLU-UHFFFAOYSA-N	ACESULFAME K_1592
ACESULFAME K	164.0012	43.01819	0.7484092	60.0	C4H5NO4S	CC1=CC(=O)NS(=O)(=O)O1	YGCFIWIQZPHFLU-UHFFFAOYSA-N	ACESULFAME K_1593
ACESULFAME K	164.0012	101.94014	0.0680372	60.0	C4H5NO4S	CC1=CC(=O)NS(=O)(=O)O1	YGCFIWIQZPHFLU-UHFFFAOYSA-N	ACESULFAME K_1594
ACETYL-CARNITINE	204.12303	85.03107	1.0	60.0	C9H17NO4	CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	RDHQFKQIGNGIED-MRVPVSSYSA-N	ACETYL-CARNITINE_1177
ACETYL-CARNITINE	204.12303	145.05219	0.055999998	60.0	C9H17NO4	CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	RDHQFKQIGNGIED-MRVPVSSYSA-N	ACETYL-CARNITINE_1179
ACETYL-CARNITINE	204.12303	60.08312	0.12666668	60.0	C9H17NO4	CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	RDHQFKQIGNGIED-MRVPVSSYSA-N	ACETYL-CARNITINE_1178
ACRYLAMIDE	72.04439	55.0175	1.0	60.0	C3H5NO	C=CC(=O)N	HRPVXLWXLXDGHG-UHFFFAOYSA-N	ACRYLAMIDE_1793
ADENINE	136.06177	92.02567	0.40939412	60.0	C5H5N5	C1=NC2=NC=NC(=C2N1)N	GFFGJBXGBJISGV-UHFFFAOYSA-N	ADENINE_1889
ADENINE	136.06177	55.02887	0.20150083	60.0	C5H5N5	C1=NC2=NC=NC(=C2N1)N	GFFGJBXGBJISGV-UHFFFAOYSA-N	ADENINE_1890
ADENINE	136.06177	65.01202	0.5586437	60.0	C5H5N5	C1=NC2=NC=NC(=C2N1)N	GFFGJBXGBJISGV-UHFFFAOYSA-N	ADENINE_1888
ADENOSINE	268.10403	178.0899	0.0024433585	60.0	C10H13N5O4	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	OIRDTQYFTABQOQ-KQYNXXCUSA-N	ADENOSINE_356
ADENOSINE	268.10403	119.03611	0.04553532	60.0	C10H13N5O4	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	OIRDTQYFTABQOQ-KQYNXXCUSA-N	ADENOSINE_353
ADENOSINE	268.10403	71.01368	0.012438917	60.0	C10H13N5O4	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	OIRDTQYFTABQOQ-KQYNXXCUSA-N	ADENOSINE_355
ADENOSINE	268.10403	57.03439	0.027321192	60.0	C10H13N5O4	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	OIRDTQYFTABQOQ-KQYNXXCUSA-N	ADENOSINE_354
ADENOSINE	268.10403	136.07555	1.0	60.0	C10H13N5O4	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N	OIRDTQYFTABQOQ-KQYNXXCUSA-N	ADENOSINE_352
ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE	330.05978	84.96063	0.26103646	60.0	C10H12N5O6P	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	KMYWVDDIPVNLME-KQYNXXCUSA-N	ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE_1201
ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE	330.05978	189.9399	0.20422265	60.0	C10H12N5O6P	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	KMYWVDDIPVNLME-KQYNXXCUSA-N	ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE_1204
ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE	330.05978	56.96409	0.23416507	60.0	C10H12N5O6P	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	KMYWVDDIPVNLME-KQYNXXCUSA-N	ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE_1203
ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE	330.05978	234.35715	0.23493281	60.0	C10H12N5O6P	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N	KMYWVDDIPVNLME-KQYNXXCUSA-N	ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE_1202
ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE	330.05978	312.05066	0.059076503	60.0	C10H12N5O6P	C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	IVOMOUWHDPKRLL-KQYNXXCUSA-N	ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE_1568
ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE	330.05978	97.03132	0.05251245	60.0	C10H12N5O6P	C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	IVOMOUWHDPKRLL-KQYNXXCUSA-N	ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE_1569
ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE	330.05978	136.06493	1.0	60.0	C10H12N5O6P	C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	IVOMOUWHDPKRLL-KQYNXXCUSA-N	ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE_1567
ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE	330.05978	69.03534	0.026708918	60.0	C10H12N5O6P	C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	IVOMOUWHDPKRLL-KQYNXXCUSA-N	ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE_1571
ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE	330.05978	232.08203	0.027161611	60.0	C10H12N5O6P	C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)O	IVOMOUWHDPKRLL-KQYNXXCUSA-N	ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE_1570
ADENOSINE 5'-MONOPHOSPHATE	348.07037	69.03326	0.051333334	60.0	C10H14N5O7P	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N	UDMBCSSLTHHNCD-KQYNXXCUSA-N	ADENOSINE 5'-MONOPHOSPHATE_1849
ADENOSINE 5'-MONOPHOSPHATE	348.07037	59.0622	0.0123333335	60.0	C10H14N5O7P	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N	UDMBCSSLTHHNCD-KQYNXXCUSA-N	ADENOSINE 5'-MONOPHOSPHATE_1851
ADENOSINE-5'-DIPHOSPHOGLUCOSE	590.0895	99.04383	0.035	60.0	C16H25N5O15P2	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N	WFPZSXYXPSUOPY-ROYWQJLOSA-N	ADENOSINE-5'-DIPHOSPHOGLUCOSE_222
ADENOSINE-5'-DIPHOSPHOGLUCOSE	590.0895	348.0677	0.1385	60.0	C16H25N5O15P2	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N	WFPZSXYXPSUOPY-ROYWQJLOSA-N	ADENOSINE-5'-DIPHOSPHOGLUCOSE_220
ADENOSINE-5'-DIPHOSPHOGLUCOSE	590.0895	136.06133	0.742	60.0	C16H25N5O15P2	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N	WFPZSXYXPSUOPY-ROYWQJLOSA-N	ADENOSINE-5'-DIPHOSPHOGLUCOSE_219
ADENOSINE-5'-DIPHOSPHOGLUCOSE	590.0895	59.05131	0.0365	60.0	C16H25N5O15P2	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N	WFPZSXYXPSUOPY-ROYWQJLOSA-N	ADENOSINE-5'-DIPHOSPHOGLUCOSE_221
ADENOSINE-5'-DIPHOSPHOGLUCOSE	590.0895	428.03836	1.0	60.0	C16H25N5O15P2	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N	WFPZSXYXPSUOPY-ROYWQJLOSA-N	ADENOSINE-5'-DIPHOSPHOGLUCOSE_218
ADIPIC ACID	147.06519	133.96564	0.53134966	60.0	C6H10O4	C(CCC(=O)O)CC(=O)O	WNLRTRBMVRJNCN-UHFFFAOYSA-N	ADIPIC ACID_1866
ADIPIC ACID	147.06519	64.93311	0.662593	60.0	C6H10O4	C(CCC(=O)O)CC(=O)O	WNLRTRBMVRJNCN-UHFFFAOYSA-N	ADIPIC ACID_1865
ADIPIC ACID	147.06519	69.03703	1.0	60.0	C6H10O4	C(CCC(=O)O)CC(=O)O	WNLRTRBMVRJNCN-UHFFFAOYSA-N	ADIPIC ACID_1864
ADIPIC ACID	147.06519	111.04721	0.47449523	60.0	C6H10O4	C(CCC(=O)O)CC(=O)O	WNLRTRBMVRJNCN-UHFFFAOYSA-N	ADIPIC ACID_1867
AGMATINE	131.12912	60.05777	0.20833333	60.0	C5H14N4	C(CCN=C(N)N)CN	QYPPJABKJHAVHS-UHFFFAOYSA-N	AGMATINE_1843
AGMATINE	131.12912	72.0828	1.0	60.0	C5H14N4	C(CCN=C(N)N)CN	QYPPJABKJHAVHS-UHFFFAOYSA-N	AGMATINE_1842
AGMATINE	131.12912	114.10319	0.10033333	60.0	C5H14N4	C(CCN=C(N)N)CN	QYPPJABKJHAVHS-UHFFFAOYSA-N	AGMATINE_1844
ALANINE	90.054955	81.93562	0.020000001	60.0	C3H7NO2	CC(C(=O)O)N	QNAYBMKLOCPYGJ-REOHCLBHSA-N	ALANINE_1442
ALANINE	90.054955	44.04908	1.0	60.0	C3H7NO2	CC(C(=O)O)N	QNAYBMKLOCPYGJ-REOHCLBHSA-N	ALANINE_1441
ALLANTOIC ACID	177.06183	74.02395	0.18966667	60.0	C4H8N4O4	C(C(=O)O)(NC(=O)N)NC(=O)N	NUCLJNSWZCHRKL-UHFFFAOYSA-N	ALLANTOIC ACID_2093
ALLANTOIC ACID	177.06183	117.02974	0.08916666	60.0	C4H8N4O4	C(C(=O)O)(NC(=O)N)NC(=O)N	NUCLJNSWZCHRKL-UHFFFAOYSA-N	ALLANTOIC ACID_2094
ALLANTOIC ACID	177.06183	61.03951	1.0	60.0	C4H8N4O4	C(C(=O)O)(NC(=O)N)NC(=O)N	NUCLJNSWZCHRKL-UHFFFAOYSA-N	ALLANTOIC ACID_2092
ALLANTOIN	159.05127	55.93443	0.86034256	60.0	C4H6N4O3	C1(C(=O)NC(=O)N1)NC(=O)N	POJWUDADGALRAB-UHFFFAOYSA-N	ALLANTOIN_1748
ALLANTOIN	159.05127	72.93633	1.0	60.0	C4H6N4O3	C1(C(=O)NC(=O)N1)NC(=O)N	POJWUDADGALRAB-UHFFFAOYSA-N	ALLANTOIN_1747
ALLANTOIN	159.05127	124.96672	0.10320597	60.0	C4H6N4O3	C1(C(=O)NC(=O)N1)NC(=O)N	POJWUDADGALRAB-UHFFFAOYSA-N	ALLANTOIN_1750
ALLANTOIN	159.05127	96.96103	0.3140097	60.0	C4H6N4O3	C1(C(=O)NC(=O)N1)NC(=O)N	POJWUDADGALRAB-UHFFFAOYSA-N	ALLANTOIN_1749
ALLO-ISOLEUCINE	132.1019	43.01894	1.0	60.0	C6H13NO2	CCC(C)C(C(=O)O)N	AGPKZVBTJJNPAG-UHNVWZDZSA-N	ALLO-ISOLEUCINE_1240
ALLO-ISOLEUCINE	132.1019	104.05182	0.22105952	60.0	C6H13NO2	CCC(C)C(C(=O)O)N	AGPKZVBTJJNPAG-UHNVWZDZSA-N	ALLO-ISOLEUCINE_1242
ALPHA-AMINOADIPIC ACID	162.07608	55.01834	0.7787698	60.0	C6H11NO4	C(CC(C(=O)O)N)CC(=O)O	OYIFNHCXNCRBQI-BYPYZUCNSA-N	ALPHA-AMINOADIPIC ACID_1975
ALPHA-AMINOADIPIC ACID	162.07608	70.0652	0.22271825	60.0	C6H11NO4	C(CC(C(=O)O)N)CC(=O)O	OYIFNHCXNCRBQI-BYPYZUCNSA-N	ALPHA-AMINOADIPIC ACID_1977
ALPHA-AMINOADIPIC ACID	162.07608	144.06622	0.37301585	60.0	C6H11NO4	C(CC(C(=O)O)N)CC(=O)O	OYIFNHCXNCRBQI-BYPYZUCNSA-N	ALPHA-AMINOADIPIC ACID_1976
ALPHA-AMINOADIPIC ACID	162.07608	98.06064	1.0	60.0	C6H11NO4	C(CC(C(=O)O)N)CC(=O)O	OYIFNHCXNCRBQI-BYPYZUCNSA-N	ALPHA-AMINOADIPIC ACID_1974
ALPHA-GLUCOSE 1-PHOSPHATE	261.037	98.98331	1.0	60.0	C6H13O9P	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	HXXFSFRBOHSIMQ-VFUOTHLCSA-N	ALPHA-GLUCOSE 1-PHOSPHATE_410
ALPHA-GLUCOSE 1-PHOSPHATE	261.037	145.04843	0.08733333	60.0	C6H13O9P	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	HXXFSFRBOHSIMQ-VFUOTHLCSA-N	ALPHA-GLUCOSE 1-PHOSPHATE_412
ALPHA-GLUCOSE 1-PHOSPHATE	261.037	127.03753	0.056333337	60.0	C6H13O9P	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	HXXFSFRBOHSIMQ-VFUOTHLCSA-N	ALPHA-GLUCOSE 1-PHOSPHATE_413
ALPHA-GLUCOSE 1-PHOSPHATE	261.037	41.03619	0.030333333	60.0	C6H13O9P	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	HXXFSFRBOHSIMQ-VFUOTHLCSA-N	ALPHA-GLUCOSE 1-PHOSPHATE_414
ALPHA-GLUCOSE 1-PHOSPHATE	261.037	85.02802	0.295	60.0	C6H13O9P	C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O	HXXFSFRBOHSIMQ-VFUOTHLCSA-N	ALPHA-GLUCOSE 1-PHOSPHATE_411
ALPHA-HYDROXYHIPPURIC ACID	196.06044	51.02439	0.10416667	60.0	C9H9NO4	C1=CC=C(C=C1)C(=O)NC(C(=O)O)O	GCWCVCCEIQXUQU-UHFFFAOYSA-N	ALPHA-HYDROXYHIPPURIC ACID_20
ALPHA-HYDROXYHIPPURIC ACID	196.06044	77.04182	1.0	60.0	C9H9NO4	C1=CC=C(C=C1)C(=O)NC(C(=O)O)O	GCWCVCCEIQXUQU-UHFFFAOYSA-N	ALPHA-HYDROXYHIPPURIC ACID_19
ALPHA-N-ACETYL-GLUTAMINE	189.08699	172.06216	0.042126976	60.0	C7H12N2O4	CC(=O)NC(CCC(=O)N)C(=O)O	KSMRODHGGIIXDV-UHFFFAOYSA-N	ALPHA-N-ACETYL-GLUTAMINE_43
ALPHA-N-ACETYL-GLUTAMINE	189.08699	130.05154	0.71291804	60.0	C7H12N2O4	CC(=O)NC(CCC(=O)N)C(=O)O	KSMRODHGGIIXDV-UHFFFAOYSA-N	ALPHA-N-ACETYL-GLUTAMINE_41
ALPHA-N-ACETYL-GLUTAMINE	189.08699	84.04585	1.0	60.0	C7H12N2O4	CC(=O)NC(CCC(=O)N)C(=O)O	KSMRODHGGIIXDV-UHFFFAOYSA-N	ALPHA-N-ACETYL-GLUTAMINE_40
ALPHA-N-ACETYL-GLUTAMINE	189.08699	56.05074	0.16968626	60.0	C7H12N2O4	CC(=O)NC(CCC(=O)N)C(=O)O	KSMRODHGGIIXDV-UHFFFAOYSA-N	ALPHA-N-ACETYL-GLUTAMINE_42
AMILORIDE	230.05516	88.99328	0.10103628	60.0	C6H8ClN7O	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	XSDQTOBWRPYKKA-UHFFFAOYSA-N	AMILORIDE_742
AMILORIDE	230.05516	143.01587	0.23704664	60.0	C6H8ClN7O	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	XSDQTOBWRPYKKA-UHFFFAOYSA-N	AMILORIDE_741
AMILORIDE	230.05516	60.05502	0.63050526	60.0	C6H8ClN7O	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	XSDQTOBWRPYKKA-UHFFFAOYSA-N	AMILORIDE_740
AMILORIDE	230.05516	116.00388	0.7729922	60.0	C6H8ClN7O	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	XSDQTOBWRPYKKA-UHFFFAOYSA-N	AMILORIDE_739
AMILORIDE	230.05516	171.01015	1.0	60.0	C6H8ClN7O	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N	XSDQTOBWRPYKKA-UHFFFAOYSA-N	AMILORIDE_738
AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID	174.11247	50.97395	0.293494	60.0	C8H15NO3	C1CC(CCC1C(C(=O)O)N)O	IMYYCZADDHYKLF-UHFFFAOYSA-N	AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID_1700
AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID	174.11247	138.09392	0.10024096	60.0	C8H15NO3	C1CC(CCC1C(C(=O)O)N)O	IMYYCZADDHYKLF-UHFFFAOYSA-N	AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID_1702
AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID	174.11247	58.06662	0.55903614	60.0	C8H15NO3	C1CC(CCC1C(C(=O)O)N)O	IMYYCZADDHYKLF-UHFFFAOYSA-N	AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID_1699
AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID	174.11247	100.07708	1.0	60.0	C8H15NO3	C1CC(CCC1C(C(=O)O)N)O	IMYYCZADDHYKLF-UHFFFAOYSA-N	AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID_1698
AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID	174.11247	110.09829	0.18746987	60.0	C8H15NO3	C1CC(CCC1C(C(=O)O)N)O	IMYYCZADDHYKLF-UHFFFAOYSA-N	AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID_1701
AMINOADIPIC ACID	162.07608	116.07038	0.2235	60.0	C6H11NO4	C(CC(C(=O)O)N)CC(=O)O	OYIFNHCXNCRBQI-UHFFFAOYSA-N	AMINOADIPIC ACID_1208
AMINOMALONIC ACID	120.02914	46.02845	0.18949999	60.0	C3H5NO4	C(C(=O)O)(C(=O)O)N	JINBYESILADKFW-UHFFFAOYSA-N	AMINOMALONIC ACID_1965
AMINOMALONIC ACID	120.02914	74.02363	1.0	60.0	C3H5NO4	C(C(=O)O)(C(=O)O)N	JINBYESILADKFW-UHFFFAOYSA-N	AMINOMALONIC ACID_1964
AMIODARONE	646.03094	201.08969	0.04083571	60.0	C25H29I2NO3	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	AMIODARONE_803
AMIODARONE	646.03094	58.06542	1.0	60.0	C25H29I2NO3	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	AMIODARONE_800
AMIODARONE	646.03094	100.11223	0.38081673	60.0	C25H29I2NO3	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	AMIODARONE_801
AMIODARONE	646.03094	86.09667	0.30104464	60.0	C25H29I2NO3	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	AMIODARONE_802
AMIODARONE	646.03094	276.0772	0.01994302	60.0	C25H29I2NO3	CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I	IYIKLHRQXLHMJQ-UHFFFAOYSA-N	AMIODARONE_804
AMITRIPTYLINE	278.19034	191.08467	0.43619606	60.0	C20H23N	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	KRMDCWKBEZIMAB-UHFFFAOYSA-N	AMITRIPTYLINE_1648
AMITRIPTYLINE	278.19034	233.13226	0.57593405	60.0	C20H23N	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	KRMDCWKBEZIMAB-UHFFFAOYSA-N	AMITRIPTYLINE_1647
AMITRIPTYLINE	278.19034	105.07026	0.6836487	60.0	C20H23N	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	KRMDCWKBEZIMAB-UHFFFAOYSA-N	AMITRIPTYLINE_1646
AMITRIPTYLINE	278.19034	91.0541	1.0	60.0	C20H23N	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	KRMDCWKBEZIMAB-UHFFFAOYSA-N	AMITRIPTYLINE_1645
AMITRIPTYLINE	278.19034	203.08502	0.22222224	60.0	C20H23N	CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	KRMDCWKBEZIMAB-UHFFFAOYSA-N	AMITRIPTYLINE_1649
AMPICILLIN	350.1169	106.06555	1.0	60.0	C16H19N3O4S	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C	AVKUERGKIZMTKX-NJBDSQKTSA-N	AMPICILLIN_308
AMPICILLIN	350.1169	192.04828	0.18216668	60.0	C16H19N3O4S	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C	AVKUERGKIZMTKX-NJBDSQKTSA-N	AMPICILLIN_309
AMPICILLIN	350.1169	211.07188	0.024833335	60.0	C16H19N3O4S	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C	AVKUERGKIZMTKX-NJBDSQKTSA-N	AMPICILLIN_312
AMPICILLIN	350.1169	70.06516	0.07300001	60.0	C16H19N3O4S	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C	AVKUERGKIZMTKX-NJBDSQKTSA-N	AMPICILLIN_311
AMPICILLIN	350.1169	160.04326	0.17966668	60.0	C16H19N3O4S	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C	AVKUERGKIZMTKX-NJBDSQKTSA-N	AMPICILLIN_310
ANDROSTERONE	291.23184	93.06905	0.5886076	60.0	C19H30O2	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O	QGXBDMJGAMFCBF-HLUDHZFRSA-N	ANDROSTERONE_848
ANDROSTERONE	291.23184	81.06958	0.47732067	60.0	C19H30O2	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O	QGXBDMJGAMFCBF-HLUDHZFRSA-N	ANDROSTERONE_850
ANDROSTERONE	291.23184	199.14908	0.4556962	60.0	C19H30O2	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O	QGXBDMJGAMFCBF-HLUDHZFRSA-N	ANDROSTERONE_851
ANDROSTERONE	291.23184	255.21146	1.0	60.0	C19H30O2	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O	QGXBDMJGAMFCBF-HLUDHZFRSA-N	ANDROSTERONE_847
ANDROSTERONE	291.23184	147.1167	0.4984177	60.0	C19H30O2	CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O	QGXBDMJGAMFCBF-HLUDHZFRSA-N	ANDROSTERONE_849
ANILINE-2-SULFONIC ACID	174.02194	39.02305	0.075890794	60.0	C6H7NO3S	C1=CC=C(C(=C1)N)S(=O)(=O)O	ZMCHBSMFKQYNKA-UHFFFAOYSA-N	ANILINE-2-SULFONIC ACID_693
ANILINE-2-SULFONIC ACID	174.02194	65.03898	0.62239707	60.0	C6H7NO3S	C1=CC=C(C(=C1)N)S(=O)(=O)O	ZMCHBSMFKQYNKA-UHFFFAOYSA-N	ANILINE-2-SULFONIC ACID_691
ANILINE-2-SULFONIC ACID	174.02194	92.05041	1.0	60.0	C6H7NO3S	C1=CC=C(C(=C1)N)S(=O)(=O)O	ZMCHBSMFKQYNKA-UHFFFAOYSA-N	ANILINE-2-SULFONIC ACID_690
ANILINE-2-SULFONIC ACID	174.02194	156.01239	0.20407218	60.0	C6H7NO3S	C1=CC=C(C(=C1)N)S(=O)(=O)O	ZMCHBSMFKQYNKA-UHFFFAOYSA-N	ANILINE-2-SULFONIC ACID_692
ARABITOL	153.07574	99.04379	0.15005435	60.0	C5H12O5	C(C(C(C(CO)O)O)O)O	HEBKCHPVOIAQTA-UHFFFAOYSA-N	ARABITOL_733
ARABITOL	153.07574	57.03323	0.47480968	60.0	C5H12O5	C(C(C(C(CO)O)O)O)O	HEBKCHPVOIAQTA-UHFFFAOYSA-N	ARABITOL_732
ARABITOL	153.07574	69.03299	1.0	60.0	C5H12O5	C(C(C(C(CO)O)O)O)O	HEBKCHPVOIAQTA-UHFFFAOYSA-N	ARABITOL_731
ARGININE	175.11896	116.06954	0.2460512	60.0	C6H14N4O2	C(CC(C(=O)O)N)CN=C(N)N	ODKSFYDXXFIFQN-BYPYZUCNSA-N	ARGININE_1691
ARGININE	175.11896	130.09625	0.13819143	60.0	C6H14N4O2	C(CC(C(=O)O)N)CN=C(N)N	ODKSFYDXXFIFQN-BYPYZUCNSA-N	ARGININE_1692
ARGININE	175.11896	60.05483	0.41344154	60.0	C6H14N4O2	C(CC(C(=O)O)N)CN=C(N)N	ODKSFYDXXFIFQN-BYPYZUCNSA-N	ARGININE_1690
ARGININE	175.11896	70.06431	1.0	60.0	C6H14N4O2	C(CC(C(=O)O)N)CN=C(N)N	ODKSFYDXXFIFQN-BYPYZUCNSA-N	ARGININE_1689
ASP-PHE	281.1132	200.07162	0.21393842	60.0	C13H16N2O5	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)N	YZQCXOFQZKCETR-UWVGGRQHSA-N	ASP-PHE_1102
ASP-PHE	281.1132	88.04009	0.29983795	60.0	C13H16N2O5	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)O)N	YZQCXOFQZKCETR-UWVGGRQHSA-N	ASP-PHE_1100
